fullyQualifiedName,firstCommit,#Commits
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java/write(ByteBuffer),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java/position(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java/size(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java/flush(boolean),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java/read(ByteBuffer, long)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,2
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/verify(Cookie),commit c6cc7cca3a85603c8e935ba6d06fbf3d8d7a7eb5 1331620296 -----sp,2
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/toString(),commit c6cc7cca3a85603c8e935ba6d06fbf3d8d7a7eb5 1331620296 -----sp,2
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/toStringVersion3(),commit 0eee9e5cd4b5b3affd930a736a3cc2d68a8da976 1346994273 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/parse(BufferedReader),commit 0eee9e5cd4b5b3affd930a736a3cc2d68a8da976 1346994273 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/writeToDirectory(File),commit c6cc7cca3a85603c8e935ba6d06fbf3d8d7a7eb5 1331620296 -----sp,2
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/writeToZooKeeper(ZooKeeper, ServerConfiguration)",commit c6cc7cca3a85603c8e935ba6d06fbf3d8d7a7eb5 1331620296 -----sp,3
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/deleteFromZooKeeper(ZooKeeper, ServerConfiguration)",commit c6cc7cca3a85603c8e935ba6d06fbf3d8d7a7eb5 1331620296 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/generateCookie(ServerConfiguration),commit c6cc7cca3a85603c8e935ba6d06fbf3d8d7a7eb5 1331620296 -----sp,2
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/readFromZooKeeper(ZooKeeper, ServerConfiguration)",commit c6cc7cca3a85603c8e935ba6d06fbf3d8d7a7eb5 1331620296 -----sp,2
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/readFromDirectory(File),commit c6cc7cca3a85603c8e935ba6d06fbf3d8d7a7eb5 1331620296 -----sp,3
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/setInstanceId(String),commit 0eee9e5cd4b5b3affd930a736a3cc2d68a8da976 1346994273 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/getZkPath(ServerConfiguration),commit c6cc7cca3a85603c8e935ba6d06fbf3d8d7a7eb5 1331620296 -----sp,4
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/accept(long),commit e911559291b6ae9aa310a695fb4174796921ac81 1331205203 -----sp,2
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/process(long, long, ByteBuffer)",commit a2cd9899405ef7313a50e87a370aecef543ae4eb 1339599474 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/getCurrentLogId(),commit 3a2fdc683eb7c8881e4ce9608bb1d7c3548e27d4 1336654057 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/initialize(),commit a2cd9899405ef7313a50e87a370aecef543ae4eb 1339599474 -----sp,2
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/getLedgerDirsListener(),commit 794d8c6a363433bc129deeb5568e83ac716379e6 1350571230 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/diskFull(File),commit 794d8c6a363433bc129deeb5568e83ac716379e6 1350571230 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/diskFailed(File),commit 794d8c6a363433bc129deeb5568e83ac716379e6 1350571230 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/allDisksFull(),commit 794d8c6a363433bc129deeb5568e83ac716379e6 1350571230 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/fatalError(),commit 794d8c6a363433bc129deeb5568e83ac716379e6 1350571230 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/createNewLog(),commit 33bef6356dfcf14928314e14c20ae73de80bdf99 1331890905 -----sp,3
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/removeEntryLog(long),commit e911559291b6ae9aa310a695fb4174796921ac81 1331205203 -----sp,2
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/setLastLogId(File, long)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,2
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/getLastLogId(File),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,3
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/accept(File),commit 33bef6356dfcf14928314e14c20ae73de80bdf99 1331890905 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/readLastLogId(File),commit 33bef6356dfcf14928314e14c20ae73de80bdf99 1331890905 -----sp,2
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/flush(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/addEntry(long, ByteBuffer)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,5
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/readEntry(long, long, long)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,4
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/getChannelForLogId(long),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,3
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/logExists(long),commit 24e7fb03f6c9e3666aa83cc174b5088926eae3d1 1337274464 -----sp,2
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/findFile(long),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,2
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/scanEntryLog(long, EntryLogScanner)",commit e911559291b6ae9aa310a695fb4174796921ac81 1331205203 -----sp,2
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/shutdown(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,6
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/getLf(),commit 3a9a88708d3a1e9e2337a8cc99c3bb727f93ffc4 1351248704 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/getSizeSinceLastwrite(),commit 3a9a88708d3a1e9e2337a8cc99c3bb727f93ffc4 1351248704 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/readHeader(),commit c65d6ada34215ee3a5466c495d565d745857c435 1328807669 -----sp,5
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/checkOpen(boolean),commit c65d6ada34215ee3a5466c495d565d745857c435 1328807669 -----sp,4
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/writeHeader(),commit bad375aa35a2c17c466d2be7481e7d16220d59b0 1329473880 -----sp,2
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/isFenced(),commit d69986c4df6b51ed6ed27c5f45a7b6850e69dacd 1355832291 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/setFenced(),commit d69986c4df6b51ed6ed27c5f45a7b6850e69dacd 1355832291 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/flushHeader(),commit d69986c4df6b51ed6ed27c5f45a7b6850e69dacd 1355832291 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/size(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,2
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/read(ByteBuffer, long)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,2
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/readAbsolute(ByteBuffer, long)",commit c17dfb9aa2aeb6d3d1c6fa934dc9ef15bf6b5bc2 1320403604 -----sp,2
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/close(boolean),commit 48304c7c07513a15d26cb61f311c9f4b998fd8fc 1333027114 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/write(ByteBuffer[], long)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,3
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/moveToNewLocation(File, long)",commit 3a9a88708d3a1e9e2337a8cc99c3bb727f93ffc4 1351248704 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/getMasterKey(),commit c65d6ada34215ee3a5466c495d565d745857c435 1328807669 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/use(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/release(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,3
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/delete(),commit c65d6ada34215ee3a5466c495d565d745857c435 1328807669 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/checkParents(File),commit 2ec70d4dbf2266b17bdb99975f974f30afa65593 1330107656 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/containsIndexFiles(File, String)",commit c6cc7cca3a85603c8e935ba6d06fbf3d8d7a7eb5 1331620296 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/accept(File, String)",commit 110d36673bcc393853aaab4bb423d785daa947c7 1330103420 -----sp,2
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/getAllDirectories(ServerConfiguration),commit c6cc7cca3a85603c8e935ba6d06fbf3d8d7a7eb5 1331620296 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/detectPreviousVersion(File),commit 110d36673bcc393853aaab4bb423d785daa947c7 1330103420 -----sp,3
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/newZookeeper(ServerConfiguration),commit c6cc7cca3a85603c8e935ba6d06fbf3d8d7a7eb5 1331620296 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/process(WatchedEvent),commit c6cc7cca3a85603c8e935ba6d06fbf3d8d7a7eb5 1331620296 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/linkIndexDirectories(File, File)",commit c6cc7cca3a85603c8e935ba6d06fbf3d8d7a7eb5 1331620296 -----sp,2
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/upgrade(ServerConfiguration),commit 110d36673bcc393853aaab4bb423d785daa947c7 1330103420 -----sp,5
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/finalizeUpgrade(ServerConfiguration),commit 110d36673bcc393853aaab4bb423d785daa947c7 1330103420 -----sp,4
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/rollback(ServerConfiguration),commit 110d36673bcc393853aaab4bb423d785daa947c7 1330103420 -----sp,3
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/printHelp(Options),commit 110d36673bcc393853aaab4bb423d785daa947c7 1330103420 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/main(String[]),commit 110d36673bcc393853aaab4bb423d785daa947c7 1330103420 -----sp,2
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java/gc(GarbageCleaner),commit fa13426970bd4b6d7ffc086e776559f87349ef71 1356324602 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java/clean(long),commit fa13426970bd4b6d7ffc086e776559f87349ef71 1356324602 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java/safeAddEntry(long, ByteBuffer, GenericCallback)",commit 7c1793d2979b01062682b70687839a978bf65c4c 1357827596 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java/accept(long),commit e911559291b6ae9aa310a695fb4174796921ac81 1331205203 -----sp,2
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java/process(long, long, ByteBuffer)",commit a2cd9899405ef7313a50e87a370aecef543ae4eb 1339599474 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java/operationComplete(int, Void)",commit 7c1793d2979b01062682b70687839a978bf65c4c 1357827596 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java/awaitComplete(),commit 7c1793d2979b01062682b70687839a978bf65c4c 1357827596 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java/clean(long),commit fa13426970bd4b6d7ffc086e776559f87349ef71 1356324602 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java/run(),commit e911559291b6ae9aa310a695fb4174796921ac81 1331205203 -----sp,5
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java/doGcLedgers(),commit e911559291b6ae9aa310a695fb4174796921ac81 1331205203 -----sp,4
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java/doGcEntryLogs(),commit e911559291b6ae9aa310a695fb4174796921ac81 1331205203 -----sp,4
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java/doCompactEntryLogs(double),commit e911559291b6ae9aa310a695fb4174796921ac81 1331205203 -----sp,3
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java/compare(EntryLogMetadata, EntryLogMetadata)",commit e911559291b6ae9aa310a695fb4174796921ac81 1331205203 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java/shutdown(),commit e911559291b6ae9aa310a695fb4174796921ac81 1331205203 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java/removeEntryLog(long),commit e911559291b6ae9aa310a695fb4174796921ac81 1331205203 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java/compactEntryLog(long),commit e911559291b6ae9aa310a695fb4174796921ac81 1331205203 -----sp,2
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java/addLedgerSize(long, long)",commit f3a404e4e6b0d0c2a0b2a83d38cdedaff0683e68 1332306803 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java/removeLedger(long),commit f3a404e4e6b0d0c2a0b2a83d38cdedaff0683e68 1332306803 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java/containsLedger(long),commit f3a404e4e6b0d0c2a0b2a83d38cdedaff0683e68 1332306803 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java/getUsage(),commit f3a404e4e6b0d0c2a0b2a83d38cdedaff0683e68 1332306803 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java/isEmpty(),commit f3a404e4e6b0d0c2a0b2a83d38cdedaff0683e68 1332306803 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java/toString(),commit f3a404e4e6b0d0c2a0b2a83d38cdedaff0683e68 1332306803 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java/extractMetaFromEntryLogs(Map),commit f3a404e4e6b0d0c2a0b2a83d38cdedaff0683e68 1332306803 -----sp,5
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java/extractMetaFromEntryLog(EntryLogger, long)",commit f3a404e4e6b0d0c2a0b2a83d38cdedaff0683e68 1332306803 -----sp,2
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java/getHandle(long, byte[])",commit 7199719beebe79325a93ef57a1140c2ed50c26e9 1332248947 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java/getReadOnlyHandle(long),commit 7199719beebe79325a93ef57a1140c2ed50c26e9 1332248947 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java/getHandle(long, byte[])",commit 7199719beebe79325a93ef57a1140c2ed50c26e9 1332248947 -----sp,2
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java/getReadOnlyHandle(long),commit 7199719beebe79325a93ef57a1140c2ed50c26e9 1332248947 -----sp,2
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java/start(),commit 4a94ce1d8184f5f38def015d80777a8113b96690 1334657935 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java/shutdown(),commit 4a94ce1d8184f5f38def015d80777a8113b96690 1334657935 -----sp,2
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java/setFenced(long),commit d69986c4df6b51ed6ed27c5f45a7b6850e69dacd 1355832291 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java/isFenced(long),commit d69986c4df6b51ed6ed27c5f45a7b6850e69dacd 1355832291 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java/setMasterKey(long, byte[])",commit 4a94ce1d8184f5f38def015d80777a8113b96690 1334657935 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java/readMasterKey(long),commit 4a94ce1d8184f5f38def015d80777a8113b96690 1334657935 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java/ledgerExists(long),commit 4a94ce1d8184f5f38def015d80777a8113b96690 1334657935 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java/addEntry(ByteBuffer),commit 4a94ce1d8184f5f38def015d80777a8113b96690 1334657935 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java/getEntry(long, long)",commit 4a94ce1d8184f5f38def015d80777a8113b96690 1334657935 -----sp,2
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java/isFlushRequired(),commit 4a94ce1d8184f5f38def015d80777a8113b96690 1334657935 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java/flush(),commit 4a94ce1d8184f5f38def015d80777a8113b96690 1334657935 -----sp,2
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java/getJMXBean(),commit 4a94ce1d8184f5f38def015d80777a8113b96690 1334657935 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java/accept(long),commit cf846eb5f57af19f68ccad42edda7551c852041d 1334661386 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java/listJournalIds(File, JournalIdFilter)",commit cf846eb5f57af19f68ccad42edda7551c852041d 1334661386 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java/setLastLogMark(long, long)",commit cf846eb5f57af19f68ccad42edda7551c852041d 1334661386 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java/markLog(),commit cf846eb5f57af19f68ccad42edda7551c852041d 1334661386 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java/getLastMark(),commit 3a2fdc683eb7c8881e4ce9608bb1d7c3548e27d4 1336654057 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java/getTxnLogId(),commit 3a2fdc683eb7c8881e4ce9608bb1d7c3548e27d4 1336654057 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java/getTxnLogPosition(),commit 3a2fdc683eb7c8881e4ce9608bb1d7c3548e27d4 1336654057 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java/rollLog(),commit cf846eb5f57af19f68ccad42edda7551c852041d 1334661386 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java/readLog(),commit cf846eb5f57af19f68ccad42edda7551c852041d 1334661386 -----sp,3
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java/toString(),commit cf846eb5f57af19f68ccad42edda7551c852041d 1334661386 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java/process(int, long, ByteBuffer)",commit cf846eb5f57af19f68ccad42edda7551c852041d 1334661386 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java/getLastLogMark(),commit cf846eb5f57af19f68ccad42edda7551c852041d 1334661386 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java/gcJournals(),commit cf846eb5f57af19f68ccad42edda7551c852041d 1334661386 -----sp,2
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java/scanJournal(long, long, JournalScanner)",commit cf846eb5f57af19f68ccad42edda7551c852041d 1334661386 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java/replay(JournalScanner),commit cf846eb5f57af19f68ccad42edda7551c852041d 1334661386 -----sp,3
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java/logAddEntry(ByteBuffer, WriteCallback, Object)",commit cf846eb5f57af19f68ccad42edda7551c852041d 1334661386 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java/getJournalQueueLength(),commit cf846eb5f57af19f68ccad42edda7551c852041d 1334661386 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java/run(),commit cf846eb5f57af19f68ccad42edda7551c852041d 1334661386 -----sp,5
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java/shutdown(),commit cf846eb5f57af19f68ccad42edda7551c852041d 1334661386 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java/fullRead(JournalChannel, ByteBuffer)",commit cf846eb5f57af19f68ccad42edda7551c852041d 1334661386 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java/getFormatVersion(),commit beca5951f73cb9c39be10a4166a90dee9fff3c1c 1328712869 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java/getBufferedChannel(),commit beca5951f73cb9c39be10a4166a90dee9fff3c1c 1328712869 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java/preAllocIfNeeded(),commit beca5951f73cb9c39be10a4166a90dee9fff3c1c 1328712869 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java/read(ByteBuffer),commit beca5951f73cb9c39be10a4166a90dee9fff3c1c 1328712869 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java/close(),commit beca5951f73cb9c39be10a4166a90dee9fff3c1c 1328712869 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/setFenced(long),commit d69986c4df6b51ed6ed27c5f45a7b6850e69dacd 1355832291 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/isFenced(long),commit d69986c4df6b51ed6ed27c5f45a7b6850e69dacd 1355832291 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/setMasterKey(long, byte[])",commit 841e7dc187b17e6cf4c437fc211f9e285191dd7c 1332244263 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/readMasterKey(long),commit 841e7dc187b17e6cf4c437fc211f9e285191dd7c 1332244263 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/ledgerExists(long),commit 841e7dc187b17e6cf4c437fc211f9e285191dd7c 1332244263 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/putEntryOffset(long, long, long)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,3
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/getEntryOffset(long, long)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,4
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/flushLedger(boolean),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,5
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/getLastEntry(long),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,3
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/deleteLedger(long),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,4
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/getJMXBean(),commit 841e7dc187b17e6cf4c437fc211f9e285191dd7c 1332244263 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java/getPageSize(),commit 841e7dc187b17e6cf4c437fc211f9e285191dd7c 1332244263 -----sp,2
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java/getEntriesPerPage(),commit 841e7dc187b17e6cf4c437fc211f9e285191dd7c 1332244263 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java/getPageLimit(),commit 841e7dc187b17e6cf4c437fc211f9e285191dd7c 1332244263 -----sp,2
